"Locus_tag"	"start"	"stop"	"strand"	"KEGG_definition"	"Knumber"	"gene_name"	"COG_category"	"X3hControl"	"X3hMedium"	"X3hPlant"	"X7dControl"	"X7dMedium"	"X7dPlant"	"Library"	"insertion_num"	"log2FC_3h"	"pval_3h"	"qval_3h"	"res_3h"	"log2FC_7d"	"pval_7d"	"qval_7d"	"res_7d"
"DLM_2762"	2929084	2929344	"-"	"indolepyruvate ferredoxin oxidoreductase [EC:1.2.7.8]"	"K04090/K02277"	NA	NA	3.21140142517815	3.30940594059406	3.65217391304348	3.15789473684211	3.78082191780822	3.5	3.5046439628483	1	0.0905590329312899	NA	NA	NA	0.0656318790925835	NA	NA	NA
"DLM_2763"	2929485	2930078	"-"	"nitric oxide reductase NorE protein"	"K02164"	"cyoC"	"C"	4.02375296912114	3.93811881188119	4.56521739130435	3.46666666666667	3.64383561643836	3.71428571428571	3.60681114551084	4	0.0871484047686379	0.90689154914855	0.708326742085179	NA	0.0167757127508269	0.758264757339918	0.526312513294579	NA
"DLM_2764"	2930134	2931561	"-"	"nitric oxide reductase subunit B [EC:1.7.2.5]"	"K04561"	"norB"	"P"	36.5795724465558	36.5891089108911	50.3478260869565	36.6561403508772	37.1404109589041	45.2857142857143	36.1501547987616	22	0.365119948610024	0.174979572846301	0.463819405638375	NA	0.220378173309912	0.630667663739815	0.497662525511879	NA
"DLM_2765"	2931594	2931965	"-"	"nitric oxide reductase subunit C"	"K02305"	NA	NA	8.94774346793349	9.24752475247525	10.2173913043478	8.57894736842105	8.98972602739726	9.92857142857143	10.1919504643963	5	0.0914348532895816	0.886132289754697	0.707310806205682	NA	0.119380197985178	0.302236528315778	0.391024581588949	NA
"DLM_2766"	2932182	2933018	"+"	"uroporphyrin-III C-methyltransferase [EC:2.1.1.107]"	"K02303/K02302"	"cysG"	"H"	13.4940617577197	13.75	19.7391304347826	15.7122807017544	14.7123287671233	15.8571428571429	16.8544891640867	7	0.453740346083938	0.573035864491881	0.642132196705059	NA	-0.0695197203080795	0.718764093495334	0.518900967771854	NA
"DLM_2767"	2933092	2933520	"+"	"regulator of cell morphogenesis and NO signaling"	"K07322"	"COG3945"	"S"	6.55581947743468	6.77970297029703	4.65217391304348	5.40701754385965	5.89383561643836	5.85714285714286	7.63931888544892	4	-0.58986451882967	0.179106327892594	0.466399049344939	NA	0.0326040842977106	0.853789013779027	0.541389268225084	NA
"DLM_2768"	2933517	2933729	"+"	"replication factor C subunit 2/4"	"K10755/K04085"	NA	NA	0.703087885985748	0.846534653465347	0.869565217391304	0.989473684210526	0.962328767123288	0.5	0.840557275541796	1	0.211595775693127	NA	NA	NA	-1.06749320414678	NA	NA	NA
"DLM_2769"	2933726	2935024	"+"	NA	NA	NA	NA	7.94299287410926	7.94059405940594	10.3478260869565	8.63508771929825	8.51712328767123	8.42857142857143	8.40247678018576	6	0.286579677661775	0.853180495287073	0.703478934067008	NA	-0.117682666901906	0.543625777155314	0.475384959549327	NA
"DLM_2770"	2935195	2935758	"+"	"type VI secretion system secreted protein VgrG"	"K11904"	NA	NA	9.05225653206651	8.97772277227723	9.8695652173913	6.94035087719298	7.61986301369863	8.21428571428572	8.47678018575851	7	0.0267571922013498	0.518285114087868	0.628127219770015	NA	0.149226008774477	0.641567567239371	0.500272343159675	NA
"DLM_2771"	2935774	2936187	"+"	"tRNA-dihydrouridine synthase C [EC:1.-.-.-]"	"K05541"	"COG3189"	"S"	11.5534441805226	10.8960396039604	12.0434782608696	11.5298245614035	11.2671232876712	10.7142857142857	11.4984520123839	6	-0.0350643009596832	0.244040830633228	0.516175190954009	NA	-0.188594848259781	0.365236508092737	0.420864260991833	NA
"DLM_2772"	2936192	2936671	"+"	NA	NA	"marR"	"K"	2.57719714964371	2.43069306930693	6.04347826086957	3.09473684210526	2.90068493150685	1.35714285714286	2.70278637770898	1	1.13458279182638	NA	NA	NA	-1.27200410591952	NA	NA	NA
"DLM_2773"	2936757	2937872	"+"	"CBS domain-containing membrane protein"	"K07168"	"COG3448"	"T"	4.50118764845606	4.15841584158416	8.08695652173913	5.11929824561404	4.53424657534247	5.78571428571429	4.71826625386997	4	0.750297724484291	0.459771960765379	0.612633633604179	NA	0.0937890611611464	0.350905510017369	0.416976342313363	NA
"DLM_2774"	2937969	2938082	"-"	"cytochrome b-561 [EC:7.2.1.3]"	"K08360"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DLM_2775"	2938098	2939294	"+"	"uncharacterized protein involved in response to NO"	"K07234"	"nnrS"	"P"	12.1116389548694	12.3217821782178	15.304347826087	12.9333333333333	13.3835616438356	15.7857142857143	13.0479876160991	9	0.23986502246508	0.440978626974326	0.606078974632278	NA	0.199789028369165	0.764022317801382	0.527018192440312	NA
"DLM_2776"	2939370	2939711	"+"	"FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]"	"K03772/K01802"	"fkpA"	"O"	1.06175771971496	1.01732673267327	0.608695652173913	0.947368421052632	1.01369863013699	2.14285714285714	0.993808049535604	1	-0.897655052691	NA	NA	NA	1.0947782247521	NA	NA	NA
"DLM_2777"	2939718	2941202	"-"	NA	NA	"rfaF"	"M"	16.5771971496437	16.0618811881188	19.5652173913043	16.7438596491228	17.1986301369863	21.4285714285714	15.4411764705882	13	0.141094798981486	0.663500786249328	0.660583592801767	NA	0.249803303049259	0.681409600205168	0.510085761809273	NA
"DLM_2778"	2941289	2943082	"-"	NA	NA	NA	NA	35.8978622327791	36.3242574257426	36.1739130434783	36.0877192982456	36.6780821917808	38	35.0061919504644	23	-0.0863634292131345	0.0923341613481513	0.380848492813847	NA	-0.0125797870378726	0.14137780914655	0.307490074498104	NA
"DLM_2779"	2943344	2944576	"-"	"MFS transporter, DHA1 family, inner membrane transport protein"	"K19577"	"araJ"	"G"	16.6152019002375	17.2673267326733	20.4347826086957	16.8421052631579	16.8732876712329	16.2142857142857	16.6795665634675	7	0.203529650947598	0.743579523218808	0.678624666200561	NA	-0.137566977010554	0.136715690740246	0.305480354602812	NA
"DLM_2780"	2944720	2945586	"-"	NA	NA	"lysR"	"K"	11.0356294536817	9.96782178217822	17.0869565217391	12.680701754386	12.1404109589041	11.8571428571429	12.5340557275542	8	0.535733109884513	0.446338016196667	0.606078974632278	NA	-0.179638133323263	0.31603987316166	0.399068235945273	NA
"DLM_2781"	2945748	2946578	"+"	NA	NA	"rhaT"	"GER"	8.02137767220903	8.01485148514852	9.69565217391304	7.65964912280702	8.1472602739726	8.85714285714286	8.28173374613003	5	0.178494482347542	0.809311330550875	0.693005676739317	NA	0.126803121590496	0.546186658321058	0.475582901740039	NA
"DLM_2782"	2946575	2947810	"-"	"two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]"	"K11527"	"cheY"	"T"	11.2446555819477	11.3638613861386	15.4782608695652	11.8421052631579	11.8835616438356	17.3571428571429	11.3839009287926	9	0.363476834368954	0.350677462103345	0.570331759470277	NA	0.464605551484797	0.445326586427517	0.444848505988687	NA
"DLM_2783"	2948009	2948635	"+"	"two-component system, NarL family, response regulator EvgA"	"K07690/K07688"	"citB"	"TK"	9.10688836104513	8.93564356435644	11.9130434782609	10.3438596491228	10.3869863013699	9.14285714285714	9.10061919504644	3	0.29251850772709	0.756431436196709	0.680649142192972	NA	-0.260817582900658	0.697675183024308	0.513667326346864	NA
"DLM_2784"	2949050	2949760	"+"	"dihydroanticapsin dehydrogenase [EC:1.1.1.385]"	"K19548"	"fabG"	"IQR"	5.75771971496437	5.85643564356436	7.17391304347826	5.80350877192982	5.9041095890411	5.5	5.69040247678019	5	0.222269277207579	0.499975963722318	0.623541392423476	NA	-0.160253752281961	0.528665943248816	0.471236220345559	NA
"DLM_2785"	2949764	2951002	"+"	"glucarate dehydratase [EC:4.2.1.40]"	"K01706"	"COG4948"	"MR"	28.4988123515439	28.8094059405941	38.1739130434783	30.3087719298246	30.2602739726027	36.7142857142857	26.7275541795666	17	0.322390658581108	0.463400563816115	0.613099525194313	NA	0.18541715277004	0.343963440527056	0.41306447821879	NA
"DLM_2786"	2950995	2952128	"+"	"multiple sugar transport system ATP-binding protein"	"K10112"	"malK"	"G"	11.375296912114	11.4529702970297	12.1739130434783	10.3824561403509	10.3595890410959	14.5	10.4117647058824	9	-0.00872390878090239	0.883215445884984	0.707310806205682	NA	0.383528070845137	0.0434187695188714	0.179596171257657	NA
"DLM_2787"	2952125	2953360	"+"	"multiple sugar transport system substrate-binding protein"	"K02027/K10232"	"ugpB"	"G"	20.6817102137767	21.4430693069307	24.1304347826087	20.3263157894737	21.958904109589	29.2857142857143	20.1486068111455	16	0.123622867593181	0.183587718942483	0.469995595302665	NA	0.438528639395648	0.11374120195143	0.28198380634632	NA
"DLM_2788"	2953410	2954363	"+"	"multiple sugar transport system permease protein"	"K02025/K10118"	"ugpA"	"G"	16.2660332541568	16.4183168316832	17.0434782608696	15.480701754386	15.6917808219178	19.6428571428571	15.4891640866873	11	-0.0337510285835752	0.400592071944814	0.586656916269233	NA	0.248550411050205	0.861071748061686	0.542142661225436	NA
"DLM_2789"	2954363	2955229	"+"	"multiple sugar transport system permease protein"	"K02026/K10119"	"ugpE"	"G"	20.2992874109264	20.1831683168317	31.6521739130435	21.2035087719298	22.3253424657534	26.5	20.3157894736842	10	0.543264337182826	0.627213878187573	0.65511204328892	NA	0.212022909518235	0.182032420819612	0.333142436930866	NA
"DLM_2790"	2955229	2955948	"+"	"GntR family transcriptional regulator, rspAB operon transcriptional repressor"	"K22293"	"gntR"	"K"	8.1021377672209	7.41336633663366	11.4782608695652	9.0140350877193	9.57534246575342	9.85714285714286	8.08513931888545	7	0.406751776478007	0.614591185920013	0.652690798382672	NA	0.0381493635433938	0.784611105689227	0.531169042602015	NA
"DLM_2791"	2955945	2956838	"+"	"xylono-1,5-lactonase [EC:3.1.1.110]"	"K14274"	"COG3386"	"G"	0.344418052256532	0.425742574257426	0.739130434782609	0.350877192982456	0.479452054794521	1.28571428571429	0.441176470588235	1	1.00667479767012	NA	NA	NA	1.790772037862	NA	NA	NA
"DLM_2792"	2956993	2959860	"-"	"ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]"	"K00525"	"nrdA"	"F"	44.9073634204276	44.1212871287129	54.5217391304348	44.9649122807018	46.1198630136986	57.7857142857143	44.1842105263158	28	0.183964150720555	0.893411696368281	0.707310806205682	NA	0.277287561794403	0.151210286538849	0.316199796078907	NA
"DLM_2793"	2960081	2963443	"-"	NA	NA	"asmA"	"M"	33.6270783847981	33.5173267326733	43.2173913043478	36.2877192982456	38.6678082191781	40.2142857142857	32.9798761609907	26	0.261657330634244	0.658634213661668	0.659731239236391	NA	0.05511011192963	0.440423380960845	0.444463256472158	NA
"DLM_2794"	2963511	2964737	"+"	NA	NA	"COG4394"	"S"	5.97862232779097	5.23514851485149	4.65217391304348	5.14035087719298	5.07876712328767	6.71428571428571	5.48452012383901	6	-0.456901468325118	0.021136697338212	0.189121932704745	NA	0.322317619228355	0.792502349282861	0.531605527283421	NA
"DLM_2795"	2964834	2965358	"+"	"elongation factor P"	"K02356"	"efp"	"J"	1.04988123515439	1.20544554455446	0.478260869565217	0.449122807017544	0.410958904109589	1.07142857142857	1.02786377708978	4	-1.3537379182791	0.0682742840272411	0.331125379292706	NA	1.32128675456078	0.223911662254425	0.35471965653023	NA
"DLM_2796"	2965462	2966004	"+"	NA	NA	"dinB"	"S"	2.09976247030879	1.90346534653465	1.56521739130435	1.86315789473684	1.75342465753425	1.5	1.75077399380805	3	-0.554594145540733	0.655324888803237	0.658914373602617	NA	-0.45502783055544	0.399000475659085	0.433998301362965	NA
"DLM_2797"	2966055	2967278	"-"	"cell division protein ZapE"	"K06916"	"COG1485"	"R"	9.88361045130641	9.51732673267327	4.08695652173913	13.2421052631579	15.208904109589	24.2142857142857	9.6625386996904	8	-1.36900467493241	0.00370432206962377	0.0640520274570889	NA	0.787965981730311	0.00636549422899457	0.0580387098565965	NA
"DLM_2798"	2967512	2968252	"+"	"acetoacetate decarboxylase [EC:4.1.1.4]"	"K01574"	"adc"	"Q"	12.4940617577197	12.3836633663366	18.1739130434783	12.2736842105263	12.2808219178082	14.1428571428571	11.9705882352941	7	0.445633094335932	0.688582620177811	0.662931938894486	NA	0.121745272352369	0.609523758797186	0.493399335567969	NA
"DLM_2799"	2968268	2969050	"+"	"3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]"	"K00019"	"fabG"	"IQR"	10.6935866983373	10.8737623762376	10.0869565217391	9.16140350877193	9.48972602739726	10.5	10.1068111455108	7	-0.189815222841837	0.0842645387727844	0.368446025059827	NA	0.097544659043476	0.398433022212252	0.433998301362965	NA
"DLM_2800"	2969157	2970335	"+"	"NTE family protein"	"K07001"	"rssA"	"R"	18.3657957244656	19.2475247524752	23.3478260869565	20.7543859649123	20.3356164383562	25.0714285714286	19.0278637770898	10	0.251273402208891	0.390718476578362	0.583462350227506	NA	0.189867993271822	0.576742776745963	0.485371212301407	NA
"DLM_2801"	2970401	2971288	"-"	"S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144]"	"K12339"	"cysK"	"E"	5.11401425178147	5.80940594059406	7.1304347826087	4.9719298245614	5.35616438356164	5.35714285714286	5.36532507739938	7	0.384540446885564	0.733285361418271	0.674129709355869	NA	0.024897873772275	0.798362906676394	0.533102750960508	NA
"DLM_2802"	2971445	2972440	"-"	"ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]"	"K03274"	"wcaG"	"MG"	0.106888361045131	0.0569306930693069	0.173913043478261	0.0385964912280702	0.0308219178082192	0.571428571428571	0.0758513931888545	4	NA	NA	NA	NA	NA	NA	NA	NA
"DLM_2803"	2972516	2973478	"-"	"D-glycero-beta-D-manno-heptose-7-phosphate kinase [EC:2.7.1.167]"	"K21344"	"rfaE"	"M"	0.0118764845605701	0.0148514851485149	0.0434782608695652	0.0105263157894737	0.00342465753424658	0.0714285714285714	0.0123839009287926	1	NA	NA	NA	NA	NA	NA	NA	NA
"DLM_2804"	2973484	2974803	"-"	"UDPglucose 6-dehydrogenase [EC:1.1.1.22]"	"K00012"	"ugd"	"M"	0.0190023752969121	0.0222772277227723	0.130434782608696	0.105263157894737	0.0958904109589041	1.57142857142857	0.0309597523219814	3	NA	NA	NA	NA	3.88619160294068	NA	NA	NA
"DLM_2805"	2974800	2975546	"-"	"orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]"	"K01591"	NA	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DLM_2806"	2975565	2976725	"-"	"lipopolysaccharide assembly protein B"	"K19804"	NA	"G"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DLM_2807"	2976799	2977092	"-"	"lipopolysaccharide assembly protein A"	"K08992/K06883"	NA	"S"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DLM_2808"	2977234	2977548	"-"	"integration host factor subunit beta"	"K05788"	"himA"	"L"	0.185273159144893	0.153465346534653	0.130434782608696	0.126315789473684	0.116438356164384	0.357142857142857	0.15015479876161	3	-1.45546780524292	NA	NA	NA	NA	NA	NA	NA
"DLM_2809"	2977556	2979232	"-"	"small subunit ribosomal protein S1"	"K02945"	"rpsA"	"J"	0.225653206650831	0.168316831683168	0.0869565217391304	0.164912280701754	0.267123287671233	0.5	0.151702786377709	2	-2.37661238453168	NA	NA	NA	1.35781263058589	NA	NA	NA
"DLM_2810"	2979341	2980009	"-"	"CMP/dCMP kinase [EC:2.7.4.25]"	"K00945/K00800"	"cmk"	"F"	0.0902612826603325	0.0816831683168317	0.0869565217391304	0.0315789473684211	0.0273972602739726	0.142857142857143	0.105263157894737	2	-0.94527307292374	NA	NA	NA	NA	NA	NA	NA
"DLM_2811"	2980284	2981570	"+"	"3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]"	"K00800"	"aroA"	"E"	9.56057007125891	9.43316831683168	3.82608695652174	4.11228070175439	3.42465753424658	14.7857142857143	9.55417956656347	9	-1.41622040281733	0.0101538388364869	0.123849904722297	NA	1.76343332927149	0.000386961896389198	0.00625589308408386	"Enriched"
"DLM_2812"	2981738	2982151	"+"	NA	NA	"COG4696"	"S"	3.84085510688836	4.04207920792079	4.08695652173913	3.87017543859649	3.75	2.85714285714286	3.76315789473684	2	-0.00539406536131014	0.574705085576164	0.642132196705059	NA	-0.520585754509608	0.10751737487677	0.273274274911492	NA
"DLM_2813"	2982224	2982772	"+"	"superoxide oxidase [EC:1.10.3.17]"	"K12262"	"cybB"	"C"	5.63182897862233	5.78960396039604	9.34782608695652	5.46315789473684	5.68150684931507	7.07142857142857	5.58359133126935	2	0.636033948542166	0.564599364488664	0.637458692669078	NA	0.289506617194985	0.615612980193633	0.494503340759117	NA
"DLM_2814"	2982829	2984346	"-"	"MFS transporter, DHA2 family, multidrug resistance protein"	"K03446"	NA	NA	33.9501187648456	33.6633663366337	44.1304347826087	34.8070175438597	36.1369863013699	40.1428571428571	32.7832817337461	21	0.268630326089038	0.902615156181822	0.707310806205682	NA	0.118821284645155	0.849201589749994	0.540464864306526	NA
"DLM_2815"	2984439	2985347	"+"	NA	NA	"lysR"	"K"	19.0593824228028	20.049504950495	22.0434782608696	18.7719298245614	19.8972602739726	31.7857142857143	19.6207430340557	7	0.110413865177576	0.27007373937755	0.530792228143524	NA	0.672431812926655	0.0850827228148331	0.248540966311064	NA
"DLM_2816"	2985547	2986581	"-"	"LacI family transcriptional regulator, fructose operon transcriptional repressor"	"K03435/K02529"	"purR"	"K"	8.09263657957245	8.53465346534654	6.56521739130435	4.75087719298246	6.21575342465753	10.2142857142857	8.8421052631579	6	-0.396760446336553	0.644775285554787	0.657692985154484	NA	1.0215625393978	0.0054659803188531	0.0510468467011702	NA
"DLM_2817"	2986578	2986787	"-"	"potassium large conductance calcium-activated channel subfamily M beta member 3"	"K04939"	NA	NA	6.02137767220903	5.78712871287129	9.1304347826087	6	6.82191780821918	8.5	6.80340557275542	2	0.505596532210134	0.688890447102889	0.662931938894486	NA	0.419740379729095	0.861639176070745	0.542142661225436	NA
"DLM_2818"	2986779	2989283	"+"	"multiphosphoryl transfer protein [EC:2.7.3.9 2.7.1.202]"	"K23993/K08483"	"fruB"	"G"	6.95486935866983	6.67079207920792	9.08695652173913	7.98245614035088	8.30479452054795	8.85714285714286	8.44427244582043	7	0.286820301772308	0.420502043985811	0.600155241109665	NA	0.0593768378613148	0.501949966000898	0.465158708951942	NA
"DLM_2819"	2989280	2990236	"+"	"1-phosphofructokinase [EC:2.7.1.56]"	"K00882"	NA	"G"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DLM_2820"	2990336	2992051	"+"	"fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]"	"K02770"	"fruA"	"G"	10.8361045130641	10.4207920792079	15	10.3649122807018	10.7568493150685	11.8571428571429	10.8808049535604	7	0.374122866788108	0.802340996781644	0.691799870087167	NA	0.111288546776548	0.317716008157885	0.399760324008231	NA
"DLM_2821"	2992258	2993631	"+"	"glycoside/pentoside/hexuronide:cation symporter, GPH family"	"K03292"	"melB"	"G"	38.0878859857482	37.4009900990099	40.304347826087	36.7824561403509	37.6883561643836	48.2142857142857	36.8235294117647	24	-0.0363475064727074	0.992975193837848	0.726472083648356	NA	0.291527014270122	0.540348476062302	0.475384959549327	NA
"DLM_2822"	2993633	2995993	"+"	"beta-glucosidase [EC:3.2.1.21]"	"K05349"	"bglX"	"G"	32.5011876484561	32.450495049505	41.1304347826087	31.7368421052632	31.3664383561644	43.6428571428571	32.3699690402477	19	0.229916091992129	0.85731439923476	0.703883078954904	NA	0.372599847583505	0.839575149918593	0.539699227486632	NA
"DLM_2823"	2996313	2996465	"+"	"methionyl-tRNA formyltransferase [EC:2.1.2.9]"	"K00604"	NA	NA	2.75059382422803	2.36138613861386	4.1304347826087	3.20701754385965	3.32876712328767	2.5	3.28018575851393	2	0.491557116776425	0.153302063606104	0.450864654610657	NA	-0.442064111918691	0.625671333154712	0.497498780107298	NA
"DLM_2824"	2996466	2997224	"-"	"meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]"	"K18009/K19548"	"fabG"	"IQR"	6.32541567695962	6.58415841584158	4.82608695652174	5.58245614035088	5.56164383561644	6.92857142857143	6.44736842105263	5	-0.497272035062847	0.393459850741386	0.583462350227506	NA	0.21576231756705	0.645368621954719	0.500743469196044	NA
"DLM_2825"	2997324	2997683	"+"	"translation initiation factor 1"	"K03113"	"sUI1"	"J"	1.85035629453682	1.97029702970297	2.8695652173913	2.08070175438596	2.19178082191781	2.07142857142857	2.23065015479876	1	0.538035647731498	NA	NA	NA	-0.0892040732240192	NA	NA	NA
"DLM_2826"	2997825	2998427	"+"	"XRE family transcriptional regulator, regulator of sulfur utilization"	"K23779"	"hipB"	"S"	6.2375296912114	6.51732673267327	8.56521739130435	5.82456140350877	6.16438356164384	6.14285714285714	6.1749226006192	2	0.362521664998203	0.736807861070969	0.67557882540579	NA	-0.00599954533777678	0.769374425206008	0.527897428803281	NA
"DLM_2827"	2998460	2999767	"+"	"gamma-glutamylputrescine oxidase [EC:1.4.3.-]"	"K09471"	"dadA"	"E"	25.8717339667458	27.4158415841584	24.0869565217391	25.940350877193	26.8287671232877	31.2857142857143	24.9442724458204	13	-0.200194634834573	0.917203872372768	0.710620676660364	NA	0.185029282474893	0.174852603736302	0.328599987791302	NA
"DLM_2828"	2999978	3001219	"+"	NA	NA	NA	NA	21.541567695962	21.9727722772277	28.0434782608696	22.9157894736842	23.513698630137	53.1428571428571	21.8653250773994	14	0.282341409753146	0.345540945427667	0.568113695703218	NA	1.12887987706675	0.337358546567351	0.409736464946611	NA
"DLM_2829"	3001771	3002277	"+"	"type VI secretion system protein ImpB"	"K11901"	"COG3516"	"S"	0.596199524940618	0.524752475247525	1.26086956521739	0.585964912280702	0.61986301369863	0.214285714285714	0.506191950464396	1	0.985558487611514	NA	NA	NA	-1.53403856555848	NA	NA	NA
"DLM_2830"	3002305	3003846	"+"	"type VI secretion system protein ImpC"	"K11900"	"COG3517"	"S"	23.8883610451306	23.9381188118812	24.9130434782609	23.4491228070175	25.8150684931507	31.7857142857143	23.5990712074303	18	-0.0356283656785235	0.693611860290946	0.663257939198972	NA	0.346973398224429	0.468594382539248	0.44952128015432	NA
"DLM_2831"	3003928	3005493	"+"	"type VI secretion system protein VasJ"	"K11910"	"COG3515"	"S"	17.9833729216152	18.6856435643564	21.0434782608696	18.6280701754386	19.4315068493151	29.9285714285714	18.1702786377709	10	0.127458248677441	0.696157487572064	0.663257939198972	NA	0.59519783941038	0.807779015017922	0.534642043302644	NA
"DLM_2832"	3005510	3007273	"+"	"type VI secretion system protein ImpG"	"K11896"	"COG3519"	"S"	34.4085510688836	36.0222772277228	33.695652173913	33.0701754385965	35.3321917808219	46.7857142857143	34.7987616099071	17	-0.126961261578641	0.154145234679655	0.452267611163051	NA	0.417104672190904	0.183339194450247	0.333142436930866	NA
"DLM_2833"	3007252	3008247	"+"	"type VI secretion system protein ImpH"	"K11895"	"COG3520"	"S"	18.0522565320665	17.2153465346535	18.9130434782609	18.2877192982456	19.1027397260274	124.5	18.640866873065	10	-0.029591998141916	0.930891849806767	0.713972432948559	NA	2.68333605667964	0.222952524375492	0.35471965653023	NA
"DLM_2834"	3008279	3008914	"+"	"type VI secretion system protein VasD"	"K11906"	"COG3521"	"S"	6.76484560570071	6.75990099009901	5.56521739130435	6.50175438596491	6.92123287671233	5.21428571428571	7.41331269349845	4	-0.386407203987064	0.171906009886792	0.463819405638375	NA	-0.417901281767471	0.273989643898285	0.38058568666796	NA
"DLM_2835"	3008911	3009408	"+"	"type VI secretion system protein"	"K11905"	"COG3518"	"S"	1.44180522565321	1.53960396039604	2.8695652173913	1.49473684210526	1.3972602739726	0.785714285714286	1.56346749226006	2	0.897962459537486	0.155716945180828	0.455752559295182	NA	-1.01057477539413	0.279023071256156	0.382745834508867	NA
"DLM_2836"	3009421	3010770	"+"	"type VI secretion system protein ImpJ"	"K11893"	"COG3522"	"S"	20.7220902612827	20.4777227722772	21.5217391304348	19.7368421052632	20.4657534246575	28.4285714285714	19.4613003095975	20	-0.0468214517122731	0.591455626908839	0.645699959022501	NA	0.406336638376882	0.902454682585193	0.551302173799496	NA
"DLM_2837"	3010806	3011411	"+"	"type VI secretion system protein ImpK"	"K11892"	"COG3455"	"S"	10.4893111638955	10.1039603960396	17.6086956521739	9.54385964912281	9.71917808219178	11.2142857142857	9.58359133126935	8	0.623918521041843	0.164884619073449	0.4600662236783	NA	0.141775704289269	0.677899895213041	0.508730017937061	NA
"DLM_2838"	3011460	3012998	"+"	NA	NA	"ompA"	"M"	22.1425178147268	21.6707920792079	21.8260869565217	21.5087719298246	22.6404109589041	30.7142857142857	21.3513931888545	12	-0.117861938339573	0.109107936358431	0.402387889579767	NA	0.428807412095	0.726301467034221	0.521981288229549	NA
"DLM_2839"	3013087	3013572	"+"	"type VI secretion system secreted protein Hcp"	"K11903"	"hcp"	"S"	4.63420427553444	4.38613861386139	3.8695652173913	3.83157894736842	4.12328767123288	4.71428571428571	4.52631578947368	5	-0.437079906044416	0.487987437812333	0.620528280132293	NA	0.19563565289926	0.970583427463072	0.567919406075998	NA
"DLM_2840"	3013646	3015979	"+"	"type VI secretion system secreted protein VgrG"	"K11904"	"vgrG"	"S"	17.7719714964371	16.6608910891089	21.6521739130435	17.9894736842105	17.8493150684932	14.8571428571429	18.7956656346749	12	0.187400533222001	0.949265780387572	0.71793115678047	NA	-0.36542757959784	0.0992271414534878	0.266483826986698	NA
"DLM_2841"	3016543	3016815	"+"	"selenocysteine-specific elongation factor"	"K03833/K12267"	NA	NA	0.410926365795724	0.319306930693069	0.130434782608696	0.449122807017544	0.513698630136986	0.428571428571429	0.413312693498452	2	-2.30175838984747	NA	NA	NA	-0.379152963580313	NA	NA	NA
"DLM_2842"	3016940	3017053	"-"	"apelin receptor"	"K04174"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DLM_2843"	3017742	3018344	"+"	NA	NA	NA	NA	0.0427553444180523	0.0643564356435644	0.0434782608695652	0.108771929824561	0.0684931506849315	0.142857142857143	0.0464396284829721	1	NA	NA	NA	NA	0.310506915807537	NA	NA	NA
"DLM_2844"	3018326	3018979	"+"	NA	NA	NA	NA	1.98099762470309	1.7970297029703	2.1304347826087	1.72280701754386	1.81506849315068	2.07142857142857	1.97368421052632	2	0.00992731710525868	0.913599934483368	0.710286003395938	NA	0.183105007007291	0.800823757021286	0.533511375396046	NA
"DLM_2845"	3018961	3021237	"+"	NA	NA	NA	NA	0.185273159144893	0.217821782178218	0.478260869565217	0.266666666666667	0.263698630136986	0.357142857142857	0.213622291021672	4	1.74156904181663	NA	NA	NA	-0.490184275969056	NA	NA	NA
"DLM_2846"	3021249	3022409	"+"	"cilia- and flagella-associated protein 43"	"K24223"	NA	NA	18.1805225653207	17.3787128712871	18.2173913043478	17.2947368421053	17.8664383561644	22.5	17.9922600619195	7	-0.0920707055344299	0.755483102506705	0.680649142192972	NA	0.296831978910461	0.60597235857921	0.492310606799592	NA
"DLM_2847"	3022406	3022684	"+"	NA	NA	"COG4104"	"S"	10.458432304038	10.2722772277228	10.3913043478261	11.080701754386	11.9760273972603	12.0714285714286	9.98142414860681	5	-0.104283274521431	0.426997162429466	0.601275643113137	NA	0.0407872066163597	0.855707657242326	0.541389268225084	NA
